"idcode" "year" "age" "grade" "not_smsa" "south" "union" "t0" "southXt" "black"
1168 73 22 12 0 0 1 3 0 0
1168 78 27 12 0 0 0 8 0 0
1168 80 29 12 0 0 0 10 0 0
1168 85 34 12 0 0 0 15 0 0
1168 87 36 17 0 0 0 17 0 0
1169 70 19 12 0 0 0 0 0 0
1169 71 20 12 0 0 0 1 0 0
1169 72 21 12 0 0 0 2 0 0
1169 73 22 12 0 0 0 3 0 0
1169 77 26 12 0 0 0 7 0 0
1169 78 27 12 0 0 0 8 0 0
1169 80 29 12 0 0 0 10 0 0
1169 82 31 12 0 0 0 12 0 0
1169 83 32 12 0 0 0 13 0 0
1169 85 34 12 0 0 0 15 0 0
1169 87 36 12 0 0 0 17 0 0
1169 88 38 12 0 0 0 18 0 0
1170 70 18 12 0 0 1 0 0 0
1170 71 19 12 0 0 0 1 0 0
1170 72 20 12 0 0 0 2 0 0
1170 73 21 12 0 0 0 3 0 0
1170 77 25 12 0 0 0 7 0 0
1171 70 26 13 0 0 1 0 0 1
1171 71 27 13 0 0 1 1 0 1
1171 72 28 13 0 0 1 2 0 1
1171 73 29 13 0 0 1 3 0 1
1171 77 33 13 0 0 0 7 0 1
1171 78 34 13 0 0 0 8 0 1
1171 80 36 13 0 0 0 10 0 1
1171 82 38 13 0 0 0 12 0 1
1171 83 39 13 0 0 0 13 0 1
1171 87 43 13 0 0 0 17 0 1
1171 88 44 13 0 0 0 18 0 1
1173 73 25 14 0 1 0 3 3 1
1174 71 20 11 0 0 0 1 0 1
1174 72 21 11 0 0 0 2 0 1
1174 73 22 11 0 0 0 3 0 1
1174 85 34 14 0 0 1 15 0 1
1174 88 37 14 0 0 1 18 0 1
1175 73 20 12 0 0 0 3 0 1
1175 77 24 12 1 1 1 7 7 1
1176 71 22 12 0 0 1 1 0 1
1176 72 23 12 0 0 1 2 0 1
1176 73 24 12 0 0 1 3 0 1
1176 77 28 12 0 0 1 7 0 1
1176 78 29 12 0 0 0 8 0 1
1176 83 34 12 0 1 0 13 13 1
1177 72 23 12 0 0 1 2 0 1
1177 85 36 12 0 0 0 15 0 1
1177 87 38 12 0 0 0 17 0 1
1177 88 39 12 0 0 0 18 0 1
1178 77 24 9 0 0 1 7 0 1
1179 70 20 12 0 0 1 0 0 1
1179 72 22 12 0 0 1 2 0 1
1179 73 23 12 0 0 1 3 0 1
1179 85 35 12 0 0 1 15 0 1
1181 70 20 12 0 0 1 0 0 1
1181 72 22 12 0 0 0 2 0 1
1181 77 27 12 0 0 1 7 0 1
1181 78 28 12 0 0 1 8 0 1
1181 80 30 12 0 0 0 10 0 1
1181 85 35 12 0 0 0 15 0 1
1181 87 37 13 0 0 1 17 0 1
1181 88 39 13 0 0 1 18 0 1
1183 73 23 12 0 0 0 3 0 1
1183 87 37 12 0 0 0 17 0 1
1183 88 38 12 0 0 0 18 0 1
1185 72 18 10 0 0 0 2 0 1
1185 73 19 10 0 0 1 3 0 1
1185 77 23 10 0 0 1 7 0 1
1185 78 24 10 0 0 1 8 0 1
1186 71 20 11 0 0 0 1 0 1
1186 77 26 11 0 0 0 7 0 1
1186 85 34 11 0 0 0 15 0 1
1186 87 36 11 0 0 0 17 0 1
1186 88 37 11 0 0 0 18 0 1
1188 73 20 12 0 0 1 3 0 0
1188 82 29 12 0 0 0 12 0 0
1188 83 30 12 0 0 1 13 0 0
1188 85 32 12 0 0 1 15 0 0
1188 87 34 12 0 0 0 17 0 0
1188 88 35 12 0 0 0 18 0 0
1190 77 26 12 0 0 0 7 0 0
1190 78 27 12 0 0 0 8 0 0
1190 80 29 12 0 0 0 10 0 0
1190 82 31 12 0 0 0 12 0 0
1190 87 36 12 0 0 0 17 0 0
1191 70 18 12 0 0 0 0 0 0
1191 71 19 12 0 0 0 1 0 0
1191 72 20 12 0 0 0 2 0 0
1193 70 24 14 0 1 0 0 0 1
1193 71 25 14 0 1 0 1 1 1
1193 72 26 14 0 1 0 2 2 1
1193 73 27 14 0 1 0 3 3 1
1193 77 31 14 0 1 0 7 7 1
1194 70 19 12 0 0 1 0 0 1
1194 71 20 12 0 0 0 1 0 1
1194 72 21 12 0 0 0 2 0 1
1195 77 25 14 0 0 0 7 0 1
1196 73 21 12 0 0 0 3 0 1
1196 78 26 17 0 0 0 8 0 1
1196 82 30 18 0 0 0 12 0 1
1196 83 31 18 0 0 0 13 0 1
1196 85 33 18 0 0 0 15 0 1
1196 87 35 18 0 0 0 17 0 1
1196 88 36 18 0 0 0 18 0 1
1198 70 19 12 0 0 1 0 0 0
1198 71 20 12 0 0 0 1 0 0
1198 72 21 12 0 0 1 2 0 0
1198 73 22 12 0 0 0 3 0 0
1198 77 26 12 0 0 1 7 0 0
1198 78 27 12 0 0 1 8 0 0
1198 80 29 12 0 0 1 10 0 0
1198 82 31 12 0 0 1 12 0 0
1198 83 32 12 0 0 0 13 0 0
1198 85 34 12 0 0 1 15 0 0
1198 87 36 12 0 0 0 17 0 0
1198 88 37 12 0 0 0 18 0 0
1200 71 23 16 0 0 0 1 0 0
1200 72 24 16 0 0 0 2 0 0
1200 85 37 17 0 1 0 15 15 0
1201 85 33 14 0 0 0 15 0 0
1201 87 35 14 0 0 0 17 0 0
1201 88 37 14 0 0 0 18 0 0
1203 70 18 12 0 0 1 0 0 1
1203 71 19 12 0 0 1 1 0 1
1203 77 25 12 0 0 0 7 0 1
1203 78 26 12 0 0 0 8 0 1
1203 80 28 12 0 0 0 10 0 1
1203 82 30 12 0 0 0 12 0 1
1203 83 31 12 0 0 0 13 0 1
1203 85 33 12 0 0 0 15 0 1
1203 87 35 12 0 0 0 17 0 1
1203 88 36 12 0 0 0 18 0 1
1204 70 18 10 0 0 0 0 0 1
1204 77 25 13 0 0 1 7 0 1
1204 78 26 13 0 0 1 8 0 1
1204 80 28 13 0 0 1 10 0 1
1204 82 30 13 0 0 1 12 0 1
1204 85 33 13 0 0 1 15 0 1
1204 87 35 13 0 0 1 17 0 1
1204 88 36 13 0 0 1 18 0 1
1205 70 23 12 0 0 1 0 0 1
1205 71 24 12 0 0 0 1 0 1
1205 72 25 12 0 0 0 2 0 1
1205 73 26 12 0 0 0 3 0 1
1206 70 20 12 0 0 1 0 0 1
1206 71 21 12 0 0 1 1 0 1
1206 72 22 12 0 0 0 2 0 1
1206 73 23 12 0 0 0 3 0 1
1206 77 27 12 0 0 0 7 0 1
1207 70 20 12 0 0 1 0 0 1
1207 71 21 12 0 0 1 1 0 1
1207 72 22 12 0 0 0 2 0 1
1207 73 23 12 0 0 0 3 0 1
1207 77 27 12 0 0 1 7 0 1
1208 70 23 15 0 0 1 0 0 0
1208 71 24 15 0 0 1 1 0 0
1208 85 38 15 0 0 0 15 0 0
1209 71 23 12 0 0 0 1 0 0
1209 72 24 12 0 0 0 2 0 0
1209 73 25 12 0 0 0 3 0 0
1209 77 29 12 0 0 0 7 0 0
1209 78 30 12 0 0 0 8 0 0
1209 80 32 12 0 0 0 10 0 0
1209 82 34 12 0 0 0 12 0 0
1209 83 35 12 0 0 0 13 0 0
1209 85 37 12 0 0 0 15 0 0
1209 87 39 12 0 0 0 17 0 0
1209 88 40 12 0 0 0 18 0 0
1210 71 24 12 0 0 0 1 0 0
1210 72 25 12 0 0 0 2 0 0
1210 73 26 12 0 0 0 3 0 0
1210 77 30 15 0 0 0 7 0 0
1210 82 35 16 0 0 0 12 0 0
1210 85 38 16 0 0 0 15 0 0
1210 87 40 16 0 0 0 17 0 0
1213 87 39 16 0 1 0 17 17 0
1213 88 40 16 0 1 0 18 18 0
1214 77 31 12 0 0 0 7 0 0
1214 82 36 12 0 0 0 12 0 0
1214 83 37 12 0 0 0 13 0 0
1214 85 39 12 0 0 0 15 0 0
1214 87 41 12 0 0 0 17 0 0
1214 88 42 13 0 0 0 18 0 0
1215 71 27 12 0 0 0 1 0 0
1216 72 22 15 0 0 1 2 0 0
1216 73 23 15 0 0 1 3 0 0
1217 82 30 12 0 1 0 12 12 1
1217 83 31 12 0 1 0 13 13 1
1217 85 33 12 0 1 0 15 15 1
1217 87 35 12 0 1 0 17 17 1
1217 88 37 12 0 1 0 18 18 1
1218 70 22 12 0 0 0 0 0 0
1218 71 23 12 0 0 0 1 0 0
1218 85 37 12 0 0 0 15 0 0
1218 87 39 12 0 0 0 17 0 0
1218 88 41 12 0 0 0 18 0 0
1219 70 21 12 0 0 0 0 0 0
1219 71 22 12 0 0 0 1 0 0
1219 72 23 12 0 0 0 2 0 0
1219 73 24 12 0 0 0 3 0 0
1219 77 28 12 0 0 0 7 0 0
1219 78 29 12 0 0 0 8 0 0
1219 80 31 12 0 0 0 10 0 0
1219 82 33 12 0 0 0 12 0 0
1219 83 34 12 0 0 0 13 0 0
1219 85 36 12 0 0 0 15 0 0
1219 87 38 12 0 0 0 17 0 0
1219 88 39 12 0 0 0 18 0 0
1220 71 20 12 0 0 0 1 0 1
1220 72 21 12 0 0 1 2 0 1
1220 83 32 12 0 0 0 13 0 1
1221 82 28 13 0 0 0 12 0 1
1221 83 29 13 0 0 0 13 0 1
1221 88 35 13 0 0 0 18 0 1
1222 70 22 12 0 0 0 0 0 1
1222 71 23 12 0 0 0 1 0 1
1222 72 24 12 0 0 0 2 0 1
1222 73 25 12 0 0 0 3 0 1
1222 77 29 12 0 0 0 7 0 1
1222 85 37 12 0 0 1 15 0 1
1222 88 41 13 0 0 0 18 0 1
1223 80 27 15 0 0 1 10 0 1
1223 82 29 15 0 0 0 12 0 1
1223 87 34 15 0 0 0 17 0 1
1223 88 36 15 0 0 0 18 0 1
1224 71 23 12 0 0 0 1 0 0
1224 88 41 15 0 0 0 18 0 0
1226 73 19 12 0 0 0 3 0 0
1226 77 23 12 0 0 0 7 0 0
1227 77 24 12 0 0 0 7 0 0
1227 78 25 12 0 0 0 8 0 0
1227 80 27 12 0 0 1 10 0 0
1227 82 29 12 0 0 0 12 0 0
1227 83 30 12 0 0 0 13 0 0
1227 85 32 12 0 0 0 15 0 0
1227 87 34 12 0 0 0 17 0 0
1227 88 36 12 0 0 0 18 0 0
1228 73 24 11 0 0 0 3 0 0
1228 85 36 11 0 0 0 15 0 0
1228 88 39 11 0 0 0 18 0 0
1229 71 22 16 0 1 0 1 1 0
1229 72 23 16 0 1 0 2 2 0
1229 73 24 16 0 1 0 3 3 0
1231 70 23 12 0 0 0 0 0 1
1231 71 24 12 0 0 0 1 0 1
1231 72 25 12 0 0 0 2 0 1
1231 77 30 12 1 0 0 7 0 1
1233 78 24 15 0 0 0 8 0 1
1233 82 28 15 0 0 0 12 0 1
1233 85 31 15 0 0 0 15 0 1
1233 87 33 15 0 0 0 17 0 1
1233 88 34 15 0 0 0 18 0 1
1235 70 20 12 0 0 0 0 0 0
1235 71 21 12 0 0 0 1 0 0
1237 70 25 14 0 1 0 0 0 1
1237 71 26 14 0 1 0 1 1 1
1237 72 27 14 0 1 0 2 2 1
1237 73 28 14 0 1 1 3 3 1
1238 70 24 15 0 0 0 0 0 1
1238 73 27 15 0 0 0 3 0 1
1239 73 25 15 0 0 1 3 0 1
1239 77 29 15 0 0 1 7 0 1
1239 78 30 15 0 0 1 8 0 1
1239 80 32 15 0 0 1 10 0 1
1241 70 27 14 0 0 0 0 0 0
1241 71 28 14 0 0 0 1 0 0
1241 77 34 14 0 0 0 7 0 0
1241 82 39 14 0 0 0 12 0 0
1241 85 42 14 0 0 0 15 0 0
1241 87 44 14 0 0 0 17 0 0
1241 88 45 14 0 0 0 18 0 0
1242 77 25 13 0 0 0 7 0 0
1242 78 26 13 0 0 0 8 0 0
1242 85 33 13 0 1 0 15 15 0
1242 87 35 13 0 1 0 17 17 0
1242 88 37 13 0 1 0 18 18 0
1243 70 26 13 0 0 0 0 0 0
1243 71 27 13 0 0 0 1 0 0
1243 72 27 13 0 0 0 2 0 0
1243 73 29 13 0 0 0 3 0 0
1243 77 32 13 0 0 0 7 0 0
1243 78 34 13 0 0 0 8 0 0
1243 85 40 16 0 0 0 15 0 0
1243 87 43 16 0 0 0 17 0 0
1243 88 44 16 0 0 0 18 0 0
1244 70 21 14 0 0 0 0 0 0
1244 71 22 14 0 0 0 1 0 0
1244 72 23 14 0 0 0 2 0 0
1244 73 24 14 0 0 0 3 0 0
1244 77 28 14 0 0 0 7 0 0
1244 78 29 14 0 1 0 8 8 0
1244 80 31 14 0 0 0 10 0 0
1244 82 33 14 0 0 0 12 0 0
1244 83 34 14 0 0 0 13 0 0
1244 85 36 14 0 0 0 15 0 0
1245 73 21 13 0 0 0 3 0 0
1245 77 25 13 0 0 0 7 0 0
1245 78 26 13 0 0 0 8 0 0
1245 82 30 13 1 0 0 12 0 0
1245 83 31 14 1 0 0 13 0 0
1245 85 33 14 0 0 0 15 0 0
1246 77 25 18 0 1 0 7 7 0
1246 78 26 18 0 1 0 8 8 0
1246 80 28 18 0 1 0 10 10 0
1246 82 30 18 0 1 0 12 12 0
1246 83 31 18 0 1 0 13 13 0
1246 85 33 18 0 1 0 15 15 0
1246 87 35 18 0 1 0 17 17 0
1246 88 36 18 0 1 0 18 18 0
1247 82 28 18 0 1 0 12 12 0
1247 83 29 18 0 1 0 13 13 0
1247 85 32 18 0 1 0 15 15 0
1247 87 34 18 0 1 0 17 17 0
1247 88 35 18 0 1 0 18 18 0
1248 71 24 16 0 0 1 1 0 0
1248 72 25 16 0 0 1 2 0 0
1248 73 26 16 0 0 1 3 0 0
1248 83 36 16 0 0 1 13 0 0
1248 85 38 16 0 0 1 15 0 0
1248 87 40 16 0 0 1 17 0 0
1248 88 41 18 0 0 1 18 0 0
1249 71 23 16 0 0 1 1 0 0
1249 72 24 16 0 0 1 2 0 0
1249 73 25 16 0 0 0 3 0 0
1249 77 29 16 0 0 0 7 0 0
1250 72 19 12 0 0 0 2 0 1
1250 73 20 12 0 0 0 3 0 1
1250 77 24 12 0 0 0 7 0 1
1250 85 32 12 0 0 0 15 0 1
1250 87 34 12 0 0 0 17 0 1
1250 88 35 17 0 0 0 18 0 1
1252 77 28 11 0 0 0 7 0 1
1252 78 29 11 0 0 1 8 0 1
1252 80 31 11 0 0 1 10 0 1
1252 82 33 11 0 0 1 12 0 1
1252 83 34 11 0 0 1 13 0 1
1252 85 36 11 0 0 1 15 0 1
1252 87 38 11 0 0 1 17 0 1
1253 70 24 16 0 0 1 0 0 1
1253 71 25 16 0 0 1 1 0 1
1253 72 26 16 0 0 1 2 0 1
1253 73 27 16 0 0 1 3 0 1
1253 77 31 16 0 0 1 7 0 1
1253 78 32 16 0 0 1 8 0 1
1254 73 21 0 0 0 0 3 0 1
1254 77 24 0 0 0 0 7 0 1
1254 78 26 0 0 0 0 8 0 1
1254 80 28 0 0 0 0 10 0 1
1254 82 29 0 0 0 0 12 0 1
1254 83 30 0 0 0 0 13 0 1
1254 85 32 0 0 0 0 15 0 1
1254 87 35 0 0 0 0 17 0 1
1254 88 36 0 0 0 0 18 0 1
1255 71 24 16 0 1 0 1 1 1
1255 72 25 16 0 0 1 2 0 1
1255 73 26 16 0 0 1 3 0 1
1255 77 30 16 0 0 0 7 0 1
1256 70 20 11 0 0 0 0 0 1
1256 71 21 11 0 0 0 1 0 1
1256 72 22 11 0 0 0 2 0 1
1256 77 27 13 0 0 0 7 0 1
1257 70 23 12 0 0 1 0 0 1
1257 71 24 12 0 0 0 1 0 1
1257 72 25 12 0 0 0 2 0 1
1257 77 30 12 0 0 0 7 0 1
1257 78 31 12 0 0 0 8 0 1
1257 80 33 12 0 0 0 10 0 1
1257 82 35 12 0 0 0 12 0 1
1257 83 36 12 0 0 0 13 0 1
1257 85 38 12 0 0 0 15 0 1
1257 88 41 12 0 0 0 18 0 1
1258 70 26 12 0 0 0 0 0 0
1258 71 27 12 0 0 0 1 0 0
1258 72 28 12 0 0 0 2 0 0
1258 73 29 12 0 0 0 3 0 0
1258 77 33 12 0 0 0 7 0 0
1258 78 34 12 0 0 0 8 0 0
1259 82 36 12 0 0 0 12 0 0
1259 83 37 12 0 0 0 13 0 0
1259 85 39 12 0 0 0 15 0 0
1259 87 41 12 0 0 0 17 0 0
1259 88 42 12 0 0 0 18 0 0
1261 70 25 13 0 0 0 0 0 0
1261 71 26 13 0 0 0 1 0 0
1261 72 27 13 0 0 0 2 0 0
1261 73 28 13 0 0 0 3 0 0
1262 70 23 14 0 0 0 0 0 0
1262 71 24 14 0 0 0 1 0 0
1262 72 25 14 0 0 0 2 0 0
1262 73 26 14 0 0 0 3 0 0
1262 80 33 14 0 0 0 10 0 0
1262 82 35 14 0 0 0 12 0 0
1262 83 36 14 0 0 0 13 0 0
1263 70 23 12 0 0 0 0 0 0
1263 71 24 12 0 0 0 1 0 0
1263 87 40 12 1 0 0 17 0 0
1263 88 42 12 1 0 0 18 0 0
1264 70 26 14 0 0 0 0 0 1
1264 71 27 14 0 0 0 1 0 1
1264 72 28 14 0 0 0 2 0 1
1264 73 29 14 0 0 0 3 0 1
1264 77 33 14 0 0 0 7 0 1
1264 78 34 14 0 0 0 8 0 1
1264 80 36 14 0 0 1 10 0 1
1264 85 41 14 0 0 1 15 0 1
1264 87 43 14 0 0 1 17 0 1
1264 88 44 14 0 0 0 18 0 1
1266 70 20 12 0 0 0 0 0 1
1266 71 21 12 0 0 0 1 0 1
1266 72 22 12 0 0 0 2 0 1
1266 73 23 12 0 0 0 3 0 1
1266 77 27 12 0 0 0 7 0 1
1266 78 28 12 0 0 0 8 0 1
1266 80 30 12 0 0 1 10 0 1
1266 82 32 12 0 0 0 12 0 1
1266 83 33 12 0 0 0 13 0 1
1266 85 35 12 0 0 0 15 0 1
1266 87 37 12 0 0 0 17 0 1
1266 88 38 12 0 0 0 18 0 1
1267 70 18 11 0 0 0 0 0 1
1267 71 19 11 0 0 0 1 0 1
1267 73 21 11 0 0 1 3 0 1
1267 77 25 11 0 0 1 7 0 1
1267 78 26 11 0 0 0 8 0 1
1268 72 18 12 0 0 0 2 0 0
1268 73 20 12 0 0 0 3 0 0
1268 85 31 12 0 0 0 15 0 0
1268 87 33 12 0 0 0 17 0 0
1269 71 19 12 0 0 0 1 0 0
1269 72 20 12 0 0 0 2 0 0
1269 73 21 12 0 0 0 3 0 0
1269 77 25 12 0 0 0 7 0 0
1269 78 26 12 0 0 0 8 0 0
1269 80 28 12 0 0 1 10 0 0
1269 82 30 12 0 0 0 12 0 0
1269 83 31 12 0 0 0 13 0 0
1269 85 33 12 0 0 0 15 0 0
1269 87 35 12 0 0 0 17 0 0
1269 88 36 12 0 0 0 18 0 0
1271 70 24 12 0 0 0 0 0 0
1271 71 25 12 0 0 0 1 0 0
1271 72 26 12 0 0 0 2 0 0
1271 87 41 12 0 0 0 17 0 0
1271 88 42 12 0 0 0 18 0 0
1272 73 23 16 0 0 0 3 0 0
1272 82 32 16 0 0 0 12 0 0
1273 87 38 12 1 0 0 17 0 0
1273 88 39 12 1 0 0 18 0 0
1275 70 24 12 0 0 0 0 0 1
1275 71 25 12 0 0 1 1 0 1
1275 73 27 12 0 0 0 3 0 1
1275 77 30 12 0 0 0 7 0 1
1275 80 34 12 0 0 1 10 0 1
1275 82 36 12 0 0 1 12 0 1
1275 83 37 12 0 0 1 13 0 1
1275 85 38 12 0 0 1 15 0 1
1275 87 41 12 0 0 1 17 0 1
1275 88 42 12 0 0 1 18 0 1
1276 70 20 12 0 0 1 0 0 1
1276 71 21 12 0 0 0 1 0 1
1276 73 23 13 0 0 1 3 0 1
1276 77 27 13 0 0 1 7 0 1
1276 78 28 13 0 0 1 8 0 1
1276 80 30 13 0 0 1 10 0 1
1276 82 32 13 0 0 1 12 0 1
1276 83 33 13 0 0 1 13 0 1
1276 85 35 13 0 0 1 15 0 1
1276 87 37 13 0 0 1 17 0 1
1276 88 38 13 0 0 1 18 0 1
1278 70 18 8 0 0 1 0 0 1
1280 73 19 12 0 0 0 3 0 1
1280 77 23 12 0 0 0 7 0 1
1280 80 26 12 0 0 0 10 0 1
1280 82 28 12 0 0 0 12 0 1
1280 83 29 12 0 0 0 13 0 1
1280 87 33 12 0 0 0 17 0 1
1280 88 35 12 0 0 0 18 0 1
1281 72 24 17 0 1 0 2 2 1
1281 73 25 17 0 1 0 3 3 1
1282 85 32 15 0 1 0 15 15 0
1283 71 24 14 0 0 1 1 0 1
1283 72 25 14 0 0 1 2 0 1
1283 77 30 17 0 0 1 7 0 1
1283 78 31 17 0 0 1 8 0 1
1283 80 33 17 0 0 1 10 0 1
1283 85 38 17 0 0 1 15 0 1
1283 87 40 17 0 0 1 17 0 1
1283 88 42 17 0 0 1 18 0 1
1284 77 23 10 0 0 0 7 0 1
1284 78 24 10 0 0 0 8 0 1
1284 82 28 11 0 0 1 12 0 1
1284 83 29 11 0 0 0 13 0 1
1284 85 31 11 0 0 1 15 0 1
1284 87 33 11 0 0 1 17 0 1
1284 88 34 11 0 0 1 18 0 1
1285 83 37 14 0 1 0 13 13 0
1286 70 24 12 0 0 0 0 0 0
1286 71 25 12 0 0 0 1 0 0
1286 72 26 12 0 0 0 2 0 0
1286 73 27 12 0 0 0 3 0 0
1286 77 31 12 0 0 0 7 0 0
1286 78 32 12 0 0 0 8 0 0
1286 80 34 12 0 0 0 10 0 0
1286 82 36 12 0 0 0 12 0 0
1286 83 37 12 0 0 0 13 0 0
1286 85 39 12 0 0 0 15 0 0
1287 70 20 12 0 0 0 0 0 0
1287 71 21 12 0 0 0 1 0 0
1287 72 22 12 0 0 0 2 0 0
1287 73 23 12 0 0 0 3 0 0
1288 71 21 16 0 0 0 1 0 0
1288 72 22 16 0 0 1 2 0 0
1288 77 27 16 0 0 0 7 0 0
1288 78 28 16 0 0 0 8 0 0
1288 80 30 16 0 0 1 10 0 0
1288 82 32 17 0 0 0 12 0 0
1288 83 33 18 0 0 1 13 0 0
1288 85 35 18 0 0 1 15 0 0
1288 87 37 18 0 0 1 17 0 0
1288 88 39 18 0 0 1 18 0 0
1289 70 19 12 0 0 0 0 0 0
1289 71 20 12 0 0 1 1 0 0
1289 82 31 15 0 0 0 12 0 0
1289 83 32 16 0 0 0 13 0 0
1289 85 34 16 0 0 0 15 0 0
1289 87 36 16 0 0 0 17 0 0
1289 88 38 16 0 0 0 18 0 0
1290 71 19 12 0 0 0 1 0 0
1290 73 21 13 0 0 0 3 0 0
1291 77 31 12 0 0 1 7 0 1
1291 78 32 12 0 0 1 8 0 1
1291 87 41 12 0 0 1 17 0 1
1291 88 43 12 0 0 1 18 0 1
1292 72 27 12 0 0 0 2 0 1
1292 77 32 12 0 0 0 7 0 1
1292 78 33 12 0 0 0 8 0 1
1292 80 35 12 0 0 0 10 0 1
1292 82 37 12 0 0 0 12 0 1
1292 88 43 12 0 0 0 18 0 1
1293 73 24 12 0 0 1 3 0 1
1293 80 31 12 0 0 0 10 0 1
1293 82 33 12 0 0 0 12 0 1
1293 83 34 12 0 0 0 13 0 1
1293 85 36 12 0 0 1 15 0 1
1293 87 39 12 0 0 1 17 0 1
1294 70 24 12 0 0 0 0 0 1
1294 71 25 12 0 0 0 1 0 1
1294 72 26 12 0 0 0 2 0 1
1294 77 31 12 0 0 1 7 0 1
1294 78 32 12 0 0 1 8 0 1
1294 80 34 12 0 0 1 10 0 1
1294 82 36 12 0 0 1 12 0 1
1294 83 37 12 0 0 1 13 0 1
1294 85 39 12 0 0 1 15 0 1
1294 87 41 12 0 0 1 17 0 1
1296 70 22 12 0 0 1 0 0 1
1297 77 25 14 0 0 0 7 0 0
1299 70 21 12 0 0 0 0 0 0
1299 77 28 14 0 0 1 7 0 0
1299 78 29 14 0 0 0 8 0 0
1299 80 31 14 0 0 0 10 0 0
1299 82 33 14 0 0 0 12 0 0
1299 83 34 14 0 0 1 13 0 0
1299 85 36 14 0 0 0 15 0 0
1302 70 19 12 0 0 0 0 0 0
1302 71 20 12 0 0 1 1 0 0
1302 72 21 12 0 0 1 2 0 0
1302 73 22 12 0 0 1 3 0 0
1302 77 26 12 0 0 0 7 0 0
1302 87 36 12 0 0 0 17 0 0
1303 70 24 13 0 0 0 0 0 0
1303 71 25 13 0 0 0 1 0 0
1303 72 26 13 0 0 0 2 0 0
1303 73 27 13 0 0 0 3 0 0
1303 83 37 13 0 0 0 13 0 0
1303 85 39 13 0 0 0 15 0 0
1303 87 41 13 0 0 0 17 0 0
1303 88 43 13 0 0 0 18 0 0
1304 71 25 11 0 0 0 1 0 0
1304 72 26 11 0 0 1 2 0 0
1304 83 37 15 0 0 0 13 0 0
1304 85 39 15 0 0 0 15 0 0
1304 87 41 15 0 0 0 17 0 0
1304 88 43 15 0 0 0 18 0 0
1305 73 20 12 0 0 0 3 0 0
1305 77 24 12 0 0 0 7 0 0
1305 80 27 12 0 0 0 10 0 0
1305 82 29 12 0 0 0 12 0 0
1306 70 26 16 0 0 1 0 0 0
1307 70 17 10 0 0 0 0 0 0
1307 72 19 10 0 0 1 2 0 0
1307 73 20 10 0 0 1 3 0 0
1307 78 25 10 0 0 1 8 0 0
1307 80 27 10 0 0 1 10 0 0
1307 82 29 10 0 0 1 12 0 0
1307 83 30 10 0 0 1 13 0 0
1307 85 32 10 0 0 1 15 0 0
1307 87 34 10 0 0 1 17 0 0
1308 72 27 12 0 0 0 2 0 0
1308 73 28 12 0 0 0 3 0 0
1308 80 35 12 0 0 0 10 0 0
1309 72 25 16 1 0 1 2 0 0
1309 83 36 16 1 0 0 13 0 0
1309 85 38 16 1 0 0 15 0 0
1309 87 40 16 1 0 0 17 0 0
1309 88 42 16 1 0 0 18 0 0
1310 77 24 14 0 0 0 7 0 0
1310 78 25 14 1 0 0 8 0 0
1310 80 27 14 0 0 0 10 0 0
1310 82 29 15 0 1 0 12 12 0
1310 83 30 15 0 1 0 13 13 0
1310 85 32 15 0 1 0 15 15 0
1310 88 36 15 0 1 0 18 18 0
1311 77 24 13 0 0 0 7 0 0
1311 78 25 13 0 0 0 8 0 0
1311 80 27 13 0 0 0 10 0 0
1311 82 29 13 0 0 0 12 0 0
1311 87 34 13 0 0 0 17 0 0
1312 78 33 18 1 0 0 8 0 0
1313 73 25 16 0 0 0 3 0 0
1313 83 35 18 0 0 0 13 0 0
1313 85 37 18 0 0 0 15 0 0
1313 87 39 18 0 0 0 17 0 0
1313 88 41 18 0 0 0 18 0 0
1315 70 21 12 0 0 0 0 0 1
1315 71 22 12 0 0 0 1 0 1
1315 72 23 12 0 0 1 2 0 1
1315 73 24 12 0 0 0 3 0 1
1315 77 28 12 0 0 0 7 0 1
1315 78 29 12 0 0 0 8 0 1
1315 80 31 12 0 0 0 10 0 1
1315 83 34 12 0 0 1 13 0 1
1315 85 36 12 0 0 1 15 0 1
1315 87 38 12 0 0 0 17 0 1
1316 71 24 12 0 0 0 1 0 1
1318 83 39 12 0 0 1 13 0 1
1319 80 26 17 0 0 0 10 0 0
1319 82 28 17 0 0 0 12 0 0
1319 83 29 18 0 0 0 13 0 0
1319 85 31 18 0 0 0 15 0 0
1320 87 41 12 0 0 0 17 0 0
1321 72 20 12 0 0 1 2 0 0
1322 77 24 12 1 1 0 7 7 0
1322 82 29 12 1 1 0 12 12 0
1322 83 30 12 1 1 0 13 13 0
1322 87 34 14 1 1 0 17 17 0
1322 88 35 14 1 1 0 18 18 0
1323 70 23 11 0 0 0 0 0 0
1323 71 24 11 0 0 0 1 0 0
1324 70 18 9 0 0 0 0 0 0
1324 72 20 9 0 0 0 2 0 0
1324 87 35 9 0 0 0 17 0 0
1325 71 18 12 0 0 0 1 0 0
1325 72 19 12 0 0 0 2 0 0
1325 73 20 12 0 0 0 3 0 0
1325 77 24 12 0 0 0 7 0 0
1325 82 29 12 0 0 0 12 0 0
1325 85 32 12 0 0 0 15 0 0
1325 87 34 12 0 0 0 17 0 0
1325 88 35 12 0 0 0 18 0 0
1328 88 40 12 0 0 0 18 0 0
1329 70 19 12 0 0 0 0 0 0
